market_cap_by_available_supply,price_btc,price_platform,price_usd,volume_usd,time
456248040,0.000666503,0.00805208,1.77116,29345600,1501708497000
454721565,0.00065082,0.00799709,1.76503,29468500,1501730103000
457059811,0.000645514,0.00787999,1.76106,27692900,1501751697000
462783969,0.000650491,0.00790597,1.78282,23932700,1501773304000
466533467,0.0006445540000000001,0.00798281,1.79717,25122300,1501794897000
474850273,0.000653444,0.00804378,1.81791,32882500,1501816499000
476178839,0.0006421570000000001,0.008066799999999999,1.82071,34854500,1501838100000
476400458,0.000635453,0.00815298,1.82144,37094500,1501859699000
472557182,0.000637235,0.00810059,1.8065700000000002,35011000,1501881299000
468767201,0.0006011710000000001,0.00793862,1.78018,27565400,1501902901000
479505874,0.000570304,0.00780305,1.82,28648900,1501924496000
497725934,0.0005913860000000001,0.00777673,1.8888600000000002,38101800,1501946075000
500021986,0.000587292,0.00754654,1.8970500000000001,49136500,1501967673000
483198624,0.000566527,0.00718415,1.82198,57849800,1501989272000
479653722,0.000565768,0.00702756,1.8065600000000002,57323200,1502010872000
486967529,0.000564901,0.0069922100000000004,1.83393,47001000,1502032475000
479004432,0.000554455,0.00667602,1.80384,38715400,1502054074000
479917285,0.000556466,0.00684591,1.79458,33940700,1502075679000
472046093,0.000541185,0.00671364,1.7647400000000002,34744800,1502097273000
484535212,0.000535593,0.00671844,1.81039,46380500,1502118875000
479690325,0.000534842,0.00672368,1.7921900000000002,46730800,1502140462000
495903079,0.0005381110000000001,0.006787199999999999,1.84014,47767000,1502162061000
517682423,0.0005518340000000001,0.00692438,1.9201100000000002,82301400,1502183661000
505529945,0.000552753,0.00649214,1.87491,76243400,1502205266000
499256134,0.000537193,0.00623029,1.8511700000000002,75485000,1502226863000
523372103,0.000567166,0.00620947,1.92788,77365300,1502248461000
507902612,0.000553311,0.00626455,1.8704,43562700,1502270061000
495806584,0.000557022,0.00637699,1.82551,40303200,1502291662000
501266805,0.00054593,0.00610119,1.83397,39043100,1502313261000
502609480,0.000550611,0.0062872200000000005,1.83756,32483600,1502334863000
501218378,0.0005370710000000001,0.00616022,1.83213,31723700,1502356462000
509576148,0.0005416010000000001,0.0061281,1.86225,36630000,1502378062000
506733593,0.00053763,0.00609717,1.84146,41763100,1502399662000
506617252,0.0005360250000000001,0.00610464,1.83881,45942200,1502421262000
506409970,0.000526242,0.00611199,1.8379,48180700,1502442859000
502441318,0.00051485,0.00610457,1.8233800000000002,43314100,1502464464000
500190174,0.000503779,0.00598716,1.80353,45061100,1502486063000
503648667,0.000498005,0.00581892,1.81502,51217600,1502507662000
483128262,0.000463653,0.0056073500000000005,1.7408700000000001,45205300,1502529259000
483972012,0.000458668,0.0055200100000000005,1.7438600000000002,44247100,1502550863000
469054860,0.00044039700000000003,0.00539781,1.679,41128900,1502572461000
460638602,0.000402265,0.00541699,1.64845,41978200,1502594061000
455349098,0.00038891200000000005,0.00546827,1.6293600000000001,41105100,1502615662000
465553489,0.00041836600000000004,0.00558758,1.66558,41164800,1502637262000
449683876,0.000397714,0.00536595,1.5979700000000001,41036800,1502658861000
466099520,0.000407588,0.005444699999999999,1.65557,36654300,1502680461000
460107091,0.0003949,0.00540876,1.6341700000000001,34934500,1502702060000
439575782,0.00036452,0.00520215,1.56118,37277200,1502723662000
456757619,0.00037646200000000004,0.0053635900000000005,1.61015,37284300,1502745262000
460465107,0.000369302,0.00548855,1.6224,41836400,1502766860000
498140925,0.00041465,0.00593397,1.75468,66456300,1502788458000
463632008,0.00041452700000000004,0.00572431,1.6256400000000002,64247700,1502810060000
479599179,0.00041208,0.00587689,1.67958,61844400,1502831659000
462727539,0.00039822500000000004,0.00557223,1.6200800000000002,53337100,1502853258000
460033724,0.00038723200000000005,0.00553747,1.60951,31077200,1502874858000
457506313,0.00038265200000000004,0.00525175,1.5918,24126300,1502896460000
461628050,0.00036812300000000004,0.00532267,1.60511,24274900,1502918069000
452117943,0.00036362300000000004,0.0051931600000000005,1.57118,23463300,1502939661000
456489609,0.00036310700000000005,0.00511265,1.58628,24556700,1502961293000
444474955,0.00034513100000000004,0.00500655,1.5364300000000002,25327000,1502982898000
443748358,0.00035376300000000005,0.0050262300000000005,1.5320900000000002,25461300,1503004482000
442808263,0.00035701300000000005,0.0050385,1.5287000000000002,26678500,1503026082000
432495400,0.00034856,0.00490007,1.49306,25471500,1503047671000
424314200,0.000343387,0.0048432200000000005,1.45575,26095200,1503069286000
408593439,0.000351713,0.00475144,1.4015,25581400,1503090883000
418290612,0.00034423600000000004,0.00478642,1.43463,25334300,1503112477000
398381584,0.000338289,0.00463471,1.3662100000000001,23015500,1503134075000
403649139,0.000338456,0.00472984,1.37513,25778000,1503155701000
406885644,0.000335431,0.004672,1.38588,25232600,1503177301000
405467956,0.000336033,0.00469605,1.38086,24362500,1503198897000
411053413,0.000339468,0.00472214,1.39969,23894800,1503220493000
407001162,0.000338184,0.0046581999999999995,1.37761,17340200,1503242096000
405890962,0.00033293,0.0046314500000000005,1.37335,15968700,1503263696000
405726341,0.000337858,0.00458233,1.3726500000000001,15290700,1503285291000
395057792,0.000327998,0.00416043,1.3302100000000001,16976800,1503306885000
402216592,0.00033495400000000005,0.00404118,1.35188,19986400,1503328483000
396591588,0.00033245100000000005,0.00410907,1.33254,19859100,1503350080000
391807217,0.00033896500000000005,0.00415687,1.31626,21281500,1503371691000
379569911,0.000333066,0.0041094,1.26967,22675100,1503393288000
386661793,0.000329895,0.00416524,1.2913000000000001,22447600,1503414884000
382265195,0.000313496,0.00406652,1.2766,23230300,1503436490000
404648193,0.00032963400000000004,0.00427437,1.35127,26613100,1503458092000
442331976,0.000347783,0.00453734,1.46783,29122100,1503479681000
427913924,0.000338808,0.00445162,1.41959,35538200,1503501287000
423252526,0.00033931200000000003,0.00443323,1.4041000000000001,36751400,1503522890000
417565859,0.00033502900000000003,0.00435163,1.38515,33204900,1503544492000
413269901,0.000323589,0.00423739,1.36364,28237000,1503566093000
415155351,0.000322763,0.00423089,1.36939,19380500,1503587704000
420429515,0.00032694200000000004,0.00429141,1.38556,18162800,1503609301000
426926805,0.00032438,0.00426629,1.4069500000000001,20299800,1503630902000
414985878,0.000311227,0.00406396,1.36014,19305800,1503652501000
424190845,0.000315868,0.00417486,1.3897300000000001,20178700,1503674115000
418125632,0.000316538,0.00413137,1.36964,20541700,1503695721000
414726872,0.00031698100000000003,0.00413674,1.35777,18401200,1503717328000
417750396,0.00031446500000000005,0.00411357,1.36039,17878300,1503738916000
417487848,0.00031652700000000004,0.00409913,1.35903,17103400,1503760507000
422272460,0.00031591000000000003,0.00412571,1.37356,16459800,1503782122000
414206390,0.000307353,0.00399193,1.34259,17683100,1503803717000
419336010,0.00031299400000000003,0.0040314800000000005,1.35626,16777900,1503825320000
415760629,0.000308565,0.00398933,1.3441,17255200,1503846915000
413553302,0.00030640100000000004,0.0039378600000000005,1.33677,17801600,1503868505000
418451356,0.00031224000000000003,0.00384206,1.34705,18002100,1503890091000
412996291,0.00031098400000000004,0.00390594,1.32805,20297000,1503911699000
413892524,0.00030802600000000004,0.00385617,1.33031,18680900,1503933308000
414291308,0.00030612200000000003,0.00385868,1.33037,17909400,1503954910000
415100993,0.00030215200000000003,0.00380252,1.32524,17469300,1503976505000
415661899,0.000303663,0.0037056999999999997,1.3254700000000001,16987400,1503998098000
421403583,0.00029380300000000003,0.00371045,1.34351,18869700,1504019712000
414397048,0.000286782,0.00356544,1.32112,18620000,1504041306000
415020979,0.000285553,0.00353404,1.31709,20082000,1504062907000
412429018,0.000285307,0.0034758,1.30742,19816700,1504084501000
397041959,0.000275902,0.0033615100000000003,1.25834,24545300,1504106101000
396569205,0.00027435400000000004,0.00329336,1.25683,24423000,1504127683000
398447463,0.000271773,0.00331118,1.2561,24547400,1504149292000
412731477,0.000281561,0.00344078,1.30094,27576200,1504170897000
411733107,0.000276277,0.0033835700000000002,1.29777,21834000,1504192499000
404556092,0.000268168,0.00331728,1.2701500000000001,22670400,1504216199000
414051149,0.000273151,0.00333043,1.2972000000000001,22127000,1504237805000
406572769,0.000265529,0.00327007,1.27322,18193400,1504259399000
421108761,0.000272778,0.00339702,1.31866,24261000,1504281011000
414831872,0.00026608000000000003,0.00334379,1.29268,26261100,1504302598000
434476077,0.00027668100000000003,0.00356275,1.35183,39911500,1504324190000
426754784,0.000285235,0.0037434300000000003,1.32778,43724200,1504345792000
393173477,0.000268317,0.00356965,1.22269,40117500,1504367397000
385346031,0.000264852,0.00360497,1.19431,38036400,1504388995000
392954465,0.00026175600000000003,0.0034633900000000002,1.21614,25400000,1504410594000
404198309,0.000272407,0.00360501,1.24994,25006900,1504432205000
393374516,0.000271948,0.00361319,1.21614,23560400,1504453812000
395159546,0.00026544,0.0035181500000000003,1.2154,21468200,1504475399000
397979494,0.00026831500000000004,0.0035870900000000002,1.22308,22693700,1504496997000
341835767,0.000240124,0.0033707900000000002,1.05051,33251700,1504518592000
262861907,0.000188545,0.0028173,0.8077300000000001,34063500,1504540199000
303509533,0.000211258,0.00295843,0.928495,45411800,1504561807000
256985178,0.00019013,0.00283343,0.7857029999999999,48120900,1504583396000
264826974,0.000190452,0.00275126,0.8093800000000001,36130900,1504605005000
260450606,0.00018536,0.00268052,0.7959689999999999,30955000,1504626609000
272672560,0.00018831,0.00270229,0.829818,28157800,1504648194000
314801448,0.000212632,0.0029384100000000002,0.9574729999999999,36349000,1504669795000
290946019,0.00019298900000000002,0.00271334,0.884552,28190600,1504691393000
294640334,0.000193026,0.00272708,0.894269,28969200,1504712995000
309028011,0.00020313200000000002,0.0028156500000000003,0.9351619999999999,27458600,1504734598000
297277041,0.000198592,0.00277626,0.8986959999999999,20087300,1504756198000
286923096,0.00018825,0.00266593,0.867298,18579700,1504780195000
327709109,0.00021111800000000002,0.00297745,0.986273,24410900,1504801804000
323115747,0.000208886,0.00293238,0.9720059999999999,23253900,1504823400000
307752695,0.000199616,0.0028382999999999998,0.9249449999999999,21036100,1504845010000
314837720,0.00020298400000000002,0.00288296,0.9461179999999999,18739500,1504866611000
277084530,0.000188189,0.00271563,0.829584,18612600,1504888211000
280084529,0.00019696900000000002,0.0028715200000000002,0.837804,18542700,1504909798000
267417286,0.00018718600000000002,0.0027481,0.799437,17157200,1504931399000
268726591,0.000184546,0.00272858,0.8032549999999999,15047800,1504953001000
259587898,0.00017895,0.0026285600000000003,0.7724209999999999,9813040,1504974609000
261649721,0.00018054,0.00265943,0.777902,10103500,1504996197000
261024479,0.000182065,0.00271134,0.775824,10146600,1505017798000
241468113,0.00017520300000000002,0.00260648,0.717638,9396920,1505039416000
244724662,0.00017335900000000002,0.00253963,0.7238319999999999,9580230,1505061022000
252198069,0.000173406,0.00254511,0.7456229999999999,8936910,1505082618000
250757950,0.00017269600000000001,0.00253383,0.7412329999999999,8630730,1505104205000
243603676,0.00017099999999999998,0.00247014,0.718143,8900160,1505125819000
249667476,0.000172701,0.00248131,0.735194,8058670,1505147414000
248362413,0.000172986,0.00248329,0.730533,7579970,1505169007000
252837727,0.00017384300000000002,0.00247045,0.743532,8297080,1505190605000
264820332,0.000180265,0.0025593,0.7757609999999999,10944600,1505212207000
264632150,0.00018271500000000001,0.00261385,0.774575,12053200,1505233815000
287599546,0.000201377,0.00286791,0.841681,15265500,1505255406000
248449239,0.000184338,0.0026525999999999997,0.7270019999999999,15444900,1505276996000
241654177,0.000178455,0.00255464,0.704058,13133000,1505298595000
245951417,0.000185701,0.00265362,0.7162149999999999,13824600,1505320209000
251015540,0.00018562300000000002,0.00262202,0.730862,12615700,1505341799000
247112223,0.000188728,0.00264836,0.7194809999999999,10708100,1505363396000
249584917,0.00019220600000000002,0.00275094,0.7231000000000001,11357000,1505384989000
222991389,0.000183441,0.00268467,0.6451479999999999,11053100,1505406593000
218969656,0.000189819,0.00279598,0.633474,13692400,1505428193000
224531728,0.000193765,0.00279805,0.6495329999999999,14282900,1505449794000
199014233,0.000185378,0.00277524,0.573236,13198400,1505471392000
226200404,0.00017794,0.00263449,0.651373,14309900,1505493000000
234213579,0.00017991800000000002,0.00268267,0.67412,13589600,1505514592000
233614633,0.000176977,0.00262711,0.671824,12739000,1505536237000
229914398,0.00017908300000000002,0.00268544,0.658647,10531600,1505557797000
221252551,0.00017558300000000002,0.00262049,0.633462,7995760,1505579391000
222351803,0.00016992800000000002,0.00255984,0.636508,5698980,1505600993000
210801425,0.00016571900000000002,0.00248239,0.601718,5854190,1505622650000
210577534,0.000165543,0.00247168,0.6004619999999999,6099630,1505644267000
228480431,0.00017360200000000002,0.00257242,0.650274,8108690,1505665797000
228628035,0.000173794,0.0025673700000000002,0.650677,8697850,1505687387000
232552335,0.000174336,0.00241449,0.659616,7506860,1505708986000
236022009,0.000170531,0.00240999,0.668418,9550760,1505730584000
238004615,0.000167965,0.00235215,0.6736869999999999,8998440,1505752196000
246793176,0.000169963,0.00239645,0.698396,9101700,1505773788000
